category_1,category_2,counts,date,week_no
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1073,2013-07-05,27
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1095,2013-07-12,28
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1092,2013-07-19,29
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1061,2013-07-26,30
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,996,2013-08-02,31
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,982,2013-08-09,32
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,972,2013-08-16,33
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,996,2013-08-23,34
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,868,2013-08-30,35
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1042,2013-09-06,36
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,895,2013-09-13,37
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,994,2013-09-20,38
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1099,2013-09-27,39
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1149,2013-10-04,40
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1143,2013-10-11,41
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1157,2013-10-18,42
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1215,2013-10-25,43
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1206,2013-11-01,44
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1246,2013-11-08,45
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1277,2013-11-15,46
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1235,2013-11-22,47
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1241,2013-11-29,48
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1336,2013-12-06,49
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1451,2013-12-13,50
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1484,2013-12-20,51
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,966,2013-12-27,52
Persons,Under 1 year,34,2013-01-04,1
Persons,Under 1 year,65,2013-01-11,2
Persons,Under 1 year,54,2013-01-18,3
Persons,Under 1 year,49,2013-01-25,4
Persons,Under 1 year,51,2013-02-01,5
Persons,Under 1 year,59,2013-02-08,6
Persons,Under 1 year,55,2013-02-15,7
Persons,Under 1 year,58,2013-02-22,8
Persons,Under 1 year,52,2013-03-01,9
Persons,Under 1 year,52,2013-03-08,10
Persons,Under 1 year,55,2013-03-15,11
Persons,Under 1 year,59,2013-03-22,12
Persons,Under 1 year,41,2013-03-29,13
Persons,Under 1 year,55,2013-04-05,14
Persons,Under 1 year,47,2013-04-12,15
Persons,Under 1 year,49,2013-04-19,16
Persons,Under 1 year,48,2013-04-26,17
Persons,Under 1 year,63,2013-05-03,18
Persons,Under 1 year,56,2013-05-10,19
Persons,Under 1 year,67,2013-05-17,20
Persons,Under 1 year,52,2013-05-24,21
Persons,Under 1 year,50,2013-05-31,22
Persons,Under 1 year,42,2013-06-07,23
Persons,Under 1 year,57,2013-06-14,24
Persons,Under 1 year,57,2013-06-21,25
Persons,Under 1 year,39,2013-06-28,26
Persons,Under 1 year,52,2013-07-05,27
Persons,Under 1 year,51,2013-07-12,28
Persons,Under 1 year,50,2013-07-19,29
Persons,Under 1 year,53,2013-07-26,30
Persons,Under 1 year,59,2013-08-02,31
Persons,Under 1 year,47,2013-08-09,32
Persons,Under 1 year,52,2013-08-16,33
Persons,Under 1 year,53,2013-08-23,34
Persons,Under 1 year,40,2013-08-30,35
Persons,Under 1 year,52,2013-09-06,36
Persons,Under 1 year,61,2013-09-13,37
Persons,Under 1 year,58,2013-09-20,38
Persons,Under 1 year,54,2013-09-27,39
Persons,Under 1 year,48,2013-10-04,40
Persons,Under 1 year,58,2013-10-11,41
Persons,Under 1 year,58,2013-10-18,42
Persons,Under 1 year,51,2013-10-25,43
Persons,Under 1 year,53,2013-11-01,44
Persons,Under 1 year,65,2013-11-08,45
Persons,Under 1 year,72,2013-11-15,46
Persons,Under 1 year,54,2013-11-22,47
Persons,Under 1 year,66,2013-11-29,48
Persons,Under 1 year,51,2013-12-06,49
Persons,Under 1 year,50,2013-12-13,50
Persons,Under 1 year,69,2013-12-20,51
Persons,Under 1 year,41,2013-12-27,52
Persons,01-14,24,2013-01-04,1
Persons,01-14,27,2013-01-11,2
Persons,01-14,11,2013-01-18,3
Persons,01-14,20,2013-01-25,4
Persons,01-14,24,2013-02-01,5
Persons,01-14,21,2013-02-08,6
Persons,01-14,31,2013-02-15,7
Persons,01-14,22,2013-02-22,8
Persons,01-14,25,2013-03-01,9
Persons,01-14,24,2013-03-08,10
Persons,01-14,27,2013-03-15,11
Persons,01-14,15,2013-03-22,12
Persons,01-14,22,2013-03-29,13
Persons,01-14,21,2013-04-05,14
Persons,01-14,20,2013-04-12,15
Persons,01-14,24,2013-04-19,16
Persons,01-14,17,2013-04-26,17
Persons,01-14,23,2013-05-03,18
Persons,01-14,17,2013-05-10,19
Persons,01-14,20,2013-05-17,20
Persons,01-14,24,2013-05-24,21
Persons,01-14,17,2013-05-31,22
Persons,01-14,19,2013-06-07,23
Persons,01-14,20,2013-06-14,24
Persons,01-14,24,2013-06-21,25
Persons,01-14,20,2013-06-28,26
Persons,01-14,16,2013-07-05,27
Persons,01-14,26,2013-07-12,28
Persons,01-14,17,2013-07-19,29
Persons,01-14,14,2013-07-26,30
Persons,01-14,20,2013-08-02,31
Persons,01-14,11,2013-08-09,32
Persons,01-14,22,2013-08-16,33
Persons,01-14,20,2013-08-23,34
Persons,01-14,15,2013-08-30,35
Persons,01-14,23,2013-09-06,36
Persons,01-14,19,2013-09-13,37
Persons,01-14,18,2013-09-20,38
Persons,01-14,18,2013-09-27,39
Persons,01-14,16,2013-10-04,40
Persons,01-14,18,2013-10-11,41
Persons,01-14,18,2013-10-18,42
Persons,01-14,25,2013-10-25,43
Persons,01-14,15,2013-11-01,44
Persons,01-14,16,2013-11-08,45
Persons,01-14,29,2013-11-15,46
Persons,01-14,18,2013-11-22,47
Persons,01-14,23,2013-11-29,48
Persons,01-14,23,2013-12-06,49
Persons,01-14,19,2013-12-13,50
Persons,01-14,27,2013-12-20,51
Persons,01-14,13,2013-12-27,52
Persons,15-44,220,2013-01-04,1
Persons,15-44,315,2013-01-11,2
Persons,15-44,324,2013-01-18,3
Persons,15-44,285,2013-01-25,4
Persons,15-44,253,2013-02-01,5
Persons,15-44,295,2013-02-08,6
Persons,15-44,357,2013-02-15,7
Persons,15-44,292,2013-02-22,8
Persons,15-44,318,2013-03-01,9
Persons,15-44,279,2013-03-08,10
Persons,15-44,313,2013-03-15,11
Persons,15-44,297,2013-03-22,12
Persons,15-44,238,2013-03-29,13
Persons,15-44,276,2013-04-05,14
Persons,15-44,308,2013-04-12,15
Persons,15-44,285,2013-04-19,16
Persons,15-44,328,2013-04-26,17
Persons,15-44,330,2013-05-03,18
Persons,15-44,269,2013-05-10,19
Persons,15-44,278,2013-05-17,20
Persons,15-44,255,2013-05-24,21
Persons,15-44,223,2013-05-31,22
Persons,15-44,298,2013-06-07,23
Persons,15-44,249,2013-06-14,24
Persons,15-44,287,2013-06-21,25
Persons,15-44,295,2013-06-28,26
Persons,15-44,262,2013-07-05,27
Persons,15-44,274,2013-07-12,28
Persons,15-44,290,2013-07-19,29
Persons,15-44,269,2013-07-26,30
Persons,15-44,256,2013-08-02,31
Persons,15-44,274,2013-08-09,32
Persons,15-44,271,2013-08-16,33
Persons,15-44,251,2013-08-23,34
Persons,15-44,223,2013-08-30,35
Persons,15-44,290,2013-09-06,36
Persons,15-44,247,2013-09-13,37
Persons,15-44,263,2013-09-20,38
Persons,15-44,282,2013-09-27,39
Persons,15-44,302,2013-10-04,40
Persons,15-44,316,2013-10-11,41
Persons,15-44,288,2013-10-18,42
Persons,15-44,274,2013-10-25,43
Persons,15-44,293,2013-11-01,44
Persons,15-44,276,2013-11-08,45
Persons,15-44,316,2013-11-15,46
Persons,15-44,310,2013-11-22,47
Persons,15-44,324,2013-11-29,48
Persons,15-44,295,2013-12-06,49
Persons,15-44,318,2013-12-13,50
Persons,15-44,375,2013-12-20,51
Persons,15-44,189,2013-12-27,52
Persons,45-64,1179,2013-01-04,1
Persons,45-64,1481,2013-01-11,2
Persons,45-64,1305,2013-01-18,3
Persons,45-64,1216,2013-01-25,4
Persons,45-64,1288,2013-02-01,5
Persons,45-64,1235,2013-02-08,6
Persons,45-64,1307,2013-02-15,7
Persons,45-64,1170,2013-02-22,8
Persons,45-64,1242,2013-03-01,9
Persons,45-64,1287,2013-03-08,10
Persons,45-64,1261,2013-03-15,11
Persons,45-64,1245,2013-03-22,12
Persons,45-64,1031,2013-03-29,13
Persons,45-64,1245,2013-04-05,14
Persons,45-64,1351,2013-04-12,15
Persons,45-64,1352,2013-04-19,16
Persons,45-64,1226,2013-04-26,17
Persons,45-64,1225,2013-05-03,18
Persons,45-64,1046,2013-05-10,19
Persons,45-64,1199,2013-05-17,20
Persons,45-64,1133,2013-05-24,21
Persons,45-64,1036,2013-05-31,22
Persons,45-64,1164,2013-06-07,23
Persons,45-64,1158,2013-06-14,24
Persons,45-64,1137,2013-06-21,25
Persons,45-64,1104,2013-06-28,26
Persons,45-64,1173,2013-07-05,27
Persons,45-64,1092,2013-07-12,28
Persons,45-64,1153,2013-07-19,29
Persons,45-64,1069,2013-07-26,30
Persons,45-64,1091,2013-08-02,31
Persons,45-64,1056,2013-08-09,32
Persons,45-64,1134,2013-08-16,33
Persons,45-64,1042,2013-08-23,34
Persons,45-64,964,2013-08-30,35
Persons,45-64,1098,2013-09-06,36
Persons,45-64,1099,2013-09-13,37
Persons,45-64,1094,2013-09-20,38
Persons,45-64,1180,2013-09-27,39
Persons,45-64,1134,2013-10-04,40
Persons,45-64,1102,2013-10-11,41
Persons,45-64,1166,2013-10-18,42
Persons,45-64,1131,2013-10-25,43
Persons,45-64,1103,2013-11-01,44
Persons,45-64,1133,2013-11-08,45
Persons,45-64,1222,2013-11-15,46
Persons,45-64,1183,2013-11-22,47
Persons,45-64,1127,2013-11-29,48
Persons,45-64,1192,2013-12-06,49
Persons,45-64,1141,2013-12-13,50
Persons,45-64,1280,2013-12-20,51
Persons,45-64,796,2013-12-27,52
Persons,65-74,1780,2013-01-04,1
Persons,65-74,1849,2013-01-11,2
Persons,65-74,1693,2013-01-18,3
Persons,65-74,1780,2013-01-25,4
Persons,65-74,1682,2013-02-01,5
Persons,65-74,1713,2013-02-08,6
Persons,65-74,1682,2013-02-15,7
Persons,65-74,1655,2013-02-22,8
Persons,65-74,1664,2013-03-01,9
Persons,65-74,1706,2013-03-08,10
Persons,65-74,1668,2013-03-15,11
Persons,65-74,1609,2013-03-22,12
Persons,65-74,1435,2013-03-29,13
Persons,65-74,1652,2013-04-05,14
Persons,65-74,1866,2013-04-12,15
Persons,65-74,1814,2013-04-19,16
Persons,65-74,1693,2013-04-26,17
Persons,65-74,1650,2013-05-03,18
Persons,65-74,1468,2013-05-10,19
Persons,65-74,1633,2013-05-17,20
Persons,65-74,1489,2013-05-24,21
Persons,65-74,1428,2013-05-31,22
Persons,65-74,1630,2013-06-07,23
Persons,65-74,1501,2013-06-14,24
Persons,65-74,1495,2013-06-21,25
Persons,65-74,1469,2013-06-28,26
Persons,65-74,1489,2013-07-05,27
Persons,65-74,1450,2013-07-12,28
Persons,65-74,1465,2013-07-19,29
Persons,65-74,1439,2013-07-26,30
Persons,65-74,1383,2013-08-02,31
Persons,65-74,1458,2013-08-09,32
Persons,65-74,1395,2013-08-16,33
Persons,65-74,1516,2013-08-23,34
Persons,65-74,1295,2013-08-30,35
Persons,65-74,1484,2013-09-06,36
Persons,65-74,1437,2013-09-13,37
Persons,65-74,1516,2013-09-20,38
Persons,65-74,1527,2013-09-27,39
Persons,65-74,1494,2013-10-04,40
Persons,65-74,1538,2013-10-11,41
Persons,65-74,1480,2013-10-18,42
Persons,65-74,1482,2013-10-25,43
Persons,65-74,1546,2013-11-01,44
Persons,65-74,1552,2013-11-08,45
Persons,65-74,1528,2013-11-15,46
Persons,65-74,1549,2013-11-22,47
Persons,65-74,1588,2013-11-29,48
Persons,65-74,1629,2013-12-06,49
Persons,65-74,1633,2013-12-13,50
Persons,65-74,1614,2013-12-20,51
Persons,65-74,1060,2013-12-27,52
Persons,75-84,3461,2013-01-04,1
Persons,75-84,3703,2013-01-11,2
Persons,75-84,3156,2013-01-18,3
Persons,75-84,3286,2013-01-25,4
Persons,75-84,3293,2013-02-01,5
Persons,75-84,3243,2013-02-08,6
Persons,75-84,3200,2013-02-15,7
Persons,75-84,3132,2013-02-22,8
Persons,75-84,3079,2013-03-01,9
Persons,75-84,3269,2013-03-08,10
Persons,75-84,3239,2013-03-15,11
Persons,75-84,3280,2013-03-22,12
Persons,75-84,2672,2013-03-29,13
Persons,75-84,3162,2013-04-05,14
Persons,75-84,3543,2013-04-12,15
Persons,75-84,3418,2013-04-19,16
Persons,75-84,3009,2013-04-26,17
Persons,75-84,2897,2013-05-03,18
Persons,75-84,2594,2013-05-10,19
Persons,75-84,2961,2013-05-17,20
Persons,75-84,2912,2013-05-24,21
Persons,75-84,2479,2013-05-31,22
Persons,75-84,2803,2013-06-07,23
Persons,75-84,2622,2013-06-14,24
Persons,75-84,2623,2013-06-21,25
Persons,75-84,2525,2013-06-28,26
Persons,75-84,2548,2013-07-05,27
Persons,75-84,2494,2013-07-12,28
Persons,75-84,2585,2013-07-19,29
Persons,75-84,2470,2013-07-26,30
Persons,75-84,2330,2013-08-02,31
Persons,75-84,2451,2013-08-09,32
Persons,75-84,2392,2013-08-16,33
Persons,75-84,2524,2013-08-23,34
Persons,75-84,2287,2013-08-30,35
Persons,75-84,2641,2013-09-06,36
Persons,75-84,2376,2013-09-13,37
Persons,75-84,2526,2013-09-20,38
Persons,75-84,2597,2013-09-27,39
Persons,75-84,2697,2013-10-04,40
Persons,75-84,2614,2013-10-11,41
Persons,75-84,2729,2013-10-18,42
Persons,75-84,2651,2013-10-25,43
Persons,75-84,2637,2013-11-01,44
Persons,75-84,2819,2013-11-08,45
Persons,75-84,2775,2013-11-15,46
Persons,75-84,2811,2013-11-22,47
Persons,75-84,2901,2013-11-29,48
Persons,75-84,2889,2013-12-06,49
Persons,75-84,2935,2013-12-13,50
Persons,75-84,3017,2013-12-20,51
Persons,75-84,1890,2013-12-27,52
Persons,85+,4921,2013-01-04,1
Persons,85+,5100,2013-01-11,2
Persons,85+,4532,2013-01-18,3
Persons,85+,4625,2013-01-25,4
Persons,85+,4723,2013-02-01,5
Persons,85+,4478,2013-02-08,6
Persons,85+,4396,2013-02-15,7
Persons,85+,4515,2013-02-22,8
Persons,85+,4400,2013-03-01,9
Persons,85+,4625,2013-03-08,10
Persons,85+,4617,2013-03-15,11
Persons,85+,4567,2013-03-22,12
Persons,85+,3821,2013-03-29,13
Persons,85+,4467,2013-04-05,14
Persons,85+,4999,2013-04-12,15
Persons,85+,4808,2013-04-19,16
Persons,85+,4304,2013-04-26,17
Persons,85+,3978,2013-05-03,18
Persons,85+,3363,2013-05-10,19
Persons,85+,3688,2013-05-17,20
Persons,85+,3663,2013-05-24,21
Persons,85+,3098,2013-05-31,22
Persons,85+,3525,2013-06-07,23
Persons,85+,3261,2013-06-14,24
Persons,85+,3281,2013-06-21,25
Persons,85+,3136,2013-06-28,26
Persons,85+,3223,2013-07-05,27
Persons,85+,3146,2013-07-12,28
Persons,85+,3230,2013-07-19,29
Persons,85+,3162,2013-07-26,30
Persons,85+,3018,2013-08-02,31
Persons,85+,2983,2013-08-09,32
Persons,85+,2964,2013-08-16,33
Persons,85+,3167,2013-08-23,34
Persons,85+,2861,2013-08-30,35
Persons,85+,3316,2013-09-06,36
Persons,85+,3108,2013-09-13,37
Persons,85+,3158,2013-09-20,38
Persons,85+,3497,2013-09-27,39
Persons,85+,3498,2013-10-04,40
Persons,85+,3293,2013-10-11,41
Persons,85+,3494,2013-10-18,42
Persons,85+,3621,2013-10-25,43
Persons,85+,3460,2013-11-01,44
Persons,85+,3588,2013-11-08,45
Persons,85+,3641,2013-11-15,46
Persons,85+,3662,2013-11-22,47
Persons,85+,3604,2013-11-29,48
Persons,85+,3825,2013-12-06,49
Persons,85+,3937,2013-12-13,50
Persons,85+,3951,2013-12-20,51
Persons,85+,2617,2013-12-27,52
Males,Under 1 year,17,2013-01-04,1
Males,Under 1 year,50,2013-01-11,2
Males,Under 1 year,32,2013-01-18,3
Males,Under 1 year,24,2013-01-25,4
Males,Under 1 year,31,2013-02-01,5
Males,Under 1 year,30,2013-02-08,6
Males,Under 1 year,32,2013-02-15,7
Males,Under 1 year,42,2013-02-22,8
Males,Under 1 year,34,2013-03-01,9
Males,Under 1 year,23,2013-03-08,10
Males,Under 1 year,39,2013-03-15,11
Males,Under 1 year,25,2013-03-22,12
Males,Under 1 year,25,2013-03-29,13
Males,Under 1 year,39,2013-04-05,14
Males,Under 1 year,22,2013-04-12,15
Males,Under 1 year,33,2013-04-19,16
Males,Under 1 year,30,2013-04-26,17
Males,Under 1 year,26,2013-05-03,18
Males,Under 1 year,34,2013-05-10,19
Males,Under 1 year,41,2013-05-17,20
Males,Under 1 year,34,2013-05-24,21
Males,Under 1 year,34,2013-05-31,22
Males,Under 1 year,23,2013-06-07,23
Males,Under 1 year,36,2013-06-14,24
Males,Under 1 year,32,2013-06-21,25
Males,Under 1 year,23,2013-06-28,26
Males,Under 1 year,24,2013-07-05,27
Males,Under 1 year,26,2013-07-12,28
Males,Under 1 year,27,2013-07-19,29
Males,Under 1 year,34,2013-07-26,30
Males,Under 1 year,29,2013-08-02,31
Males,Under 1 year,25,2013-08-09,32
Males,Under 1 year,28,2013-08-16,33
Males,Under 1 year,32,2013-08-23,34
Males,Under 1 year,17,2013-08-30,35
Males,Under 1 year,34,2013-09-06,36
Males,Under 1 year,33,2013-09-13,37
Males,Under 1 year,42,2013-09-20,38
Males,Under 1 year,25,2013-09-27,39
Males,Under 1 year,25,2013-10-04,40
Males,Under 1 year,31,2013-10-11,41
Males,Under 1 year,31,2013-10-18,42
Males,Under 1 year,28,2013-10-25,43
Males,Under 1 year,27,2013-11-01,44
Males,Under 1 year,38,2013-11-08,45
Males,Under 1 year,38,2013-11-15,46
Males,Under 1 year,28,2013-11-22,47
Males,Under 1 year,41,2013-11-29,48
Males,Under 1 year,25,2013-12-06,49
Males,Under 1 year,22,2013-12-13,50
Males,Under 1 year,47,2013-12-20,51
Males,Under 1 year,18,2013-12-27,52
Males,01-14,13,2013-01-04,1
Males,01-14,11,2013-01-11,2
Males,01-14,5,2013-01-18,3
Males,01-14,12,2013-01-25,4
Males,01-14,10,2013-02-01,5
Males,01-14,10,2013-02-08,6
Males,01-14,12,2013-02-15,7
Males,01-14,8,2013-02-22,8
Males,01-14,12,2013-03-01,9
Males,01-14,16,2013-03-08,10
Males,01-14,16,2013-03-15,11
Males,01-14,6,2013-03-22,12
Males,01-14,16,2013-03-29,13
Males,01-14,14,2013-04-05,14
Males,01-14,12,2013-04-12,15
Males,01-14,11,2013-04-19,16
Males,01-14,7,2013-04-26,17
Males,01-14,13,2013-05-03,18
Males,01-14,10,2013-05-10,19
Males,01-14,9,2013-05-17,20
Males,01-14,15,2013-05-24,21
Males,01-14,7,2013-05-31,22
Males,01-14,11,2013-06-07,23
Males,01-14,13,2013-06-14,24
Males,01-14,18,2013-06-21,25
Males,01-14,12,2013-06-28,26
Males,01-14,7,2013-07-05,27
Males,01-14,15,2013-07-12,28
Males,01-14,11,2013-07-19,29
Males,01-14,6,2013-07-26,30
Males,01-14,12,2013-08-02,31
Males,01-14,10,2013-08-09,32
Males,01-14,9,2013-08-16,33
Males,01-14,10,2013-08-23,34
Males,01-14,8,2013-08-30,35
Males,01-14,13,2013-09-06,36
Males,01-14,8,2013-09-13,37
Males,01-14,8,2013-09-20,38
Males,01-14,11,2013-09-27,39
Males,01-14,5,2013-10-04,40
Males,01-14,9,2013-10-11,41
Males,01-14,12,2013-10-18,42
Males,01-14,17,2013-10-25,43
Males,01-14,10,2013-11-01,44
Males,01-14,7,2013-11-08,45
Males,01-14,15,2013-11-15,46
Males,01-14,7,2013-11-22,47
Males,01-14,17,2013-11-29,48
Males,01-14,13,2013-12-06,49
Males,01-14,8,2013-12-13,50
Males,01-14,13,2013-12-20,51
Males,01-14,11,2013-12-27,52
Males,15-44,129,2013-01-04,1
Males,15-44,183,2013-01-11,2
Males,15-44,192,2013-01-18,3
Males,15-44,179,2013-01-25,4
Males,15-44,155,2013-02-01,5
Males,15-44,193,2013-02-08,6
Males,15-44,216,2013-02-15,7
Males,15-44,178,2013-02-22,8
Males,15-44,210,2013-03-01,9
Males,15-44,167,2013-03-08,10
Males,15-44,205,2013-03-15,11
Males,15-44,203,2013-03-22,12
Males,15-44,154,2013-03-29,13
Males,15-44,161,2013-04-05,14
Males,15-44,196,2013-04-12,15
Males,15-44,200,2013-04-19,16
